"insee_2017","bati","parc","cons","mais","app","pro","div","loc","dens"
"50021",870,22620,16149,4,0,0,0,4,2.477
"50022",916,16158,16158,7,0,0,0,7,4.33234
"50023",6882,101070,101070,37,0,1,0,38,3.75977
"50024",2584,72787,40114,15,0,1,0,16,3.9886
"50025",26483,140193,136306,91,90,36,1,218,15.9934
"50026",535,5698,5698,3,0,0,0,3,5.26504
"50027",16275,296869,183858,108,0,2,0,110,5.98288
"50028",211,4276,4276,1,0,0,0,1,2.33859
"50029",9694,134631,71232,36,14,5,0,55,7.72122
"50030",4749,23546,23546,32,37,4,0,73,31.0032
"50031",35051,294433,273461,239,58,21,2,320,11.7018
"50032",10295,115762,113872,63,0,3,0,66,5.79598
"50033",2194,24505,24505,15,0,0,0,15,6.12114
"50034",8955,95853,95853,62,0,0,0,62,6.46821
"50036",2268,32567,28026,20,0,0,0,20,7.13627
"50038",3846,48698,39690,29,0,1,0,30,7.55854
"50039",1316,33827,29322,7,0,1,0,8,2.72835
"50040",852,10519,10519,8,0,0,0,8,7.60527
"50041",131948,1679383,1234817,809,18,52,1,880,7.12656
"50042",7530,47984,47984,16,0,6,0,22,4.58484
"50044",3688,75852,58312,25,0,0,2,27,4.63026
"50045",11062,221575,106311,56,0,5,1,62,5.83193
"50046",7683,118244,105073,40,0,1,0,41,3.90204
"50048",7284,119790,95471,52,0,1,0,53,5.55142
"50049",7431,143863,128546,57,0,2,0,59,4.58981
"50050",277,1747,1747,1,0,0,0,1,5.72549
"50052",923,21816,21816,6,0,0,0,6,2.75025
"50054",2503,37419,37419,17,0,1,0,18,4.81042
"50055",1106,35233,20904,8,0,0,0,8,3.82702
"50058",33950,323653,281997,231,0,12,0,243,8.61711
"50059",4274,71384,61793,28,0,0,0,28,4.53125
"50060",4171,111598,91352,25,0,1,0,26,2.84614
"50062",644,14785,14785,3,0,0,0,3,2.0291
"50064",2452,45224,41852,18,0,1,0,19,4.53978
"50066",40836,390567,350269,267,92,6,0,365,10.4206
"50069",5563,84163,81791,32,0,2,0,34,4.15691
"50070",379,3530,3530,3,0,0,0,3,8.4991
"50072",3534,66143,63649,27,0,0,0,27,4.24202
"50074",28974,293052,260118,153,20,13,1,187,7.18905
"50076",47736,301574,260029,304,121,24,3,452,17.3827
"50077",8270,77258,74130,55,0,2,0,57,7.68919
"50078",10804,123517,116910,77,0,0,0,77,6.58627
"50079",3242,45507,45507,22,0,1,0,23,5.05413
"50081",14281,193538,110878,76,0,2,0,78,7.03473
"50082",55908,651625,594586,290,22,25,0,337,5.66781
"50083",8840,153243,130749,38,0,7,0,45,3.4417
"50084",5490,76772,55458,44,0,0,0,44,7.93391
"50085",17879,189814,178532,142,0,3,1,146,8.17781
"50086",4204,100889,65489,30,0,0,0,30,4.58093
"50087",24738,221757,208927,91,0,27,0,118,5.6479
"50088",629,18246,18247,3,0,0,0,3,1.64415
"50090",3922,67583,33043,21,0,1,0,22,6.65802
"50092",6022,83027,83027,41,0,0,0,41,4.93818
"50093",3390,51002,46176,25,0,1,0,26,5.63068
"50094",3813,56251,56251,31,0,0,0,31,5.51104
"50095",16684,265074,142655,83,5,16,3,107,7.50059
"50096",2368,40844,36186,19,0,0,0,19,5.25069
"50097",1530,12492,12492,6,0,0,0,6,4.80311
"50098",5234,106116,102036,40,0,1,0,41,4.01819
"50099",70887,768537,539074,273,59,38,3,373,6.91928
"50101",892,14173,14173,7,0,0,0,7,4.93896
"50102",11491,84288,84289,72,17,5,0,94,11.1522
"50103",4351,42466,32303,14,0,1,0,15,4.64359
"50105",479,12850,7332,3,0,0,0,3,4.09138
"50106",17956,121461,121461,13,0,2,0,15,1.23496
"50107",7125,96105,63078,10,0,5,0,15,2.37801
"50108",6270,69615,48998,23,0,2,0,25,5.10224
"50109",17510,153530,146521,103,2,11,0,116,7.91697
"50110",11308,170230,143169,61,3,4,1,69,4.81947
"50111",6879,103373,100316,52,0,0,0,52,5.18362
"50112",2882,72961,57558,17,0,3,0,20,3.47478
"50115",6353,115192,106861,36,0,0,0,36,3.36885
"50117",5587,54124,49736,32,0,1,0,33,6.635
"50118",6645,93903,93903,31,0,11,0,42,4.47271
"50120",4238,82495,77534,25,0,1,0,26,3.35335
"50121",2276,59701,45108,14,0,2,0,16,3.54706
"50124",1408,49500,28079,12,0,1,0,13,4.62985
"50126",2544,30370,30370,16,0,0,0,16,5.26835
"50129",466895,2507799,2231662,1476,1689,439,14,3618,16.2121
"50130",3384,73743,47156,21,0,0,0,21,4.45331
"50135",5729,63806,58543,20,0,3,0,23,3.92874
"50137",14927,186983,143950,53,0,13,0,66,4.58494
"50138",4992,65123,62530,37,0,1,0,38,6.07705
"50139",47906,735406,563869,270,6,14,1,291,5.16077
"50140",4020,72002,51480,34,0,0,0,34,6.60453
"50142",8140,138866,85533,62,0,4,0,66,7.71633
"50143",6387,58425,58425,44,4,0,0,48,8.21571
"50144",2489,39047,34120,15,0,1,0,16,4.68928
"50145",4826,80053,72842,36,0,0,1,37,5.0795
"50146",1254,34288,19256,8,0,1,0,9,4.67382
"50147",88240,412048,390908,185,146,67,3,401,10.2582
"50148",5012,68707,66028,34,0,2,0,36,5.45224
"50149",14118,133082,122466,113,0,4,0,117,9.55367
"50150",2917,60932,57824,26,0,0,0,26,4.49637
"50151",37118,300769,296221,174,19,13,3,209,7.05554
"50152",490,7850,7850,3,0,0,0,3,3.8218
"50155",3836,63480,58508,27,0,0,0,27,4.61474
"50156",174,4507,4507,2,0,0,0,2,4.43717
"50158",2219,107145,33960,5,6,2,0,13,3.82804
"50159",5055,66541,66541,25,0,3,0,28,4.20793
"50160",14137,171440,162724,102,3,6,0,111,6.82137
"50161",7778,230140,94411,22,0,5,0,27,2.85982
"50162",9092,91574,91574,57,1,1,0,59,6.44288
"50164",15822,173734,155304,91,0,4,0,95,6.11702
"50165",21975,93328,93328,136,32,5,0,173,18.5368
"50166",2944,67099,55400,18,0,0,0,18,3.24909
"50167",10843,148904,126998,63,0,5,0,68,5.35441
"50168",29814,257695,242846,177,12,13,0,202,8.31805
"50169",9224,91434,71851,7,0,0,0,7,0.974235
"50172",3065,44432,44432,20,0,1,0,21,4.72635
"50174",2361,25766,25766,19,0,0,0,19,7.37393
"50175",1206,12893,12893,9,0,0,0,9,6.98056
"50176",3270,60079,56410,21,0,1,1,23,4.07731
"50177",3654,61785,58767,31,0,1,0,32,5.44521
"50178",6652,81144,73716,46,0,1,0,47,6.37582
"50181",4581,64673,53996,25,0,2,0,27,5.0004
"50182",3867,72097,52696,26,0,1,0,27,5.12375
"50183",2702,58279,40387,22,0,0,0,22,5.44732
"50184",13072,105875,101302,116,2,4,0,122,12.0433
"50185",16136,238394,212631,100,6,4,0,110,5.17328
"50186",1480,48130,19805,11,0,0,0,11,5.55429
"50188",11775,166348,139862,97,0,1,0,98,7.00692
"50190",1659,23042,23042,13,0,0,0,13,5.64195
"50192",2404,37097,37097,17,0,0,0,17,4.58261
"50193",1099,18803,18803,8,0,0,0,8,4.25473
"50194",2360,45261,40746,15,0,0,0,15,3.68135
"50195",1253,32486,32486,10,0,0,0,10,3.07821
"50196",4089,51896,51896,26,0,0,0,26,5.00998
"50197",15884,164744,126577,99,1,10,0,110,8.69034
"50198",2671,87465,40232,20,0,0,0,20,4.9712
"50199",5647,89703,67726,33,0,4,0,37,5.46318
"50200",7831,584478,85980,41,3,2,0,46,5.35011
"50205",4947,75206,75206,38,0,0,0,38,5.05279
"50206",1836,28538,28538,10,0,1,0,11,3.85453
"50207",1021,20154,20154,6,0,0,0,6,2.97706
"50208",1066,26371,21837,7,0,0,0,7,3.20556
"50209",12655,194183,172057,79,0,4,0,83,4.82397
"50210",1481,53989,26085,9,0,1,0,10,3.83367
"50214",2945,74254,56715,16,0,1,0,17,2.99745
"50215",39827,374866,362175,275,13,11,2,301,8.3109
"50216",7952,145519,127890,43,0,3,0,46,3.59684
"50217",5467,93448,82611,33,0,1,0,34,4.11569
"50218",116996,470588,470588,434,672,96,0,1202,25.5425
"50219",8082,134454,84879,43,0,3,0,46,5.41947
"50221",319,9737,9737,3,0,0,0,3,3.08093
"50222",14990,120444,115902,66,0,4,0,70,6.03961
"50223",408,13064,8122,4,0,0,0,4,4.92511
"50225",219,9703,9703,2,0,0,0,2,2.06132
"50227",1792,31869,26712,22,0,0,0,22,8.23615
"50228",9413,117918,117918,55,0,5,0,60,5.08828
"50230",4176,73124,58951,27,0,2,0,29,4.91936
"50231",8480,54369,54369,64,14,5,0,83,15.2659
"50232",4377,75268,66421,29,0,1,0,30,4.51665
"50233",1627,24279,24279,12,0,0,0,12,4.94256
"50235",4549,88969,77994,32,0,3,0,35,4.48753
"50236",50798,559732,495132,247,7,27,1,282,5.69545
"50237",9882,59286,59286,56,20,10,0,86,14.506
"50238",4495,47389,47389,14,0,1,0,15,3.16528
"50239",24170,301605,246804,134,0,7,0,141,5.71303
"50240",7857,79727,79727,62,0,1,0,63,7.90201
"50241",1101,23325,22004,7,0,1,0,8,3.6357
"50243",4257,78113,69552,32,0,0,0,32,4.60088
"50244",5704,46425,46425,30,0,3,0,33,7.10823
"50246",901,23715,13610,7,0,0,0,7,5.14334
"50247",1823,48370,34715,14,0,0,0,14,4.03279
"50248",1938,77271,36562,9,0,2,0,11,3.00861
"50251",2065,40776,33737,14,0,0,0,14,4.14969
"50252",13182,169209,151374,84,0,5,0,89,5.87946
"50253",1817,34555,31143,17,0,1,0,18,5.77976
"50256",40405,882420,616026,205,1,15,0,221,3.58751
"50258",917,16274,16274,8,0,0,0,8,4.91574
"50259",7963,177410,88681,60,0,0,0,60,6.76584
"50260",15976,220161,172265,55,3,11,1,70,4.0635
"50261",683,9417,9417,4,0,0,0,4,4.24742
"50262",4302,65197,65197,29,0,0,0,29,4.44804
"50263",1236,39335,28234,9,0,1,0,10,3.54181
"50265",849,14202,14202,5,0,0,0,5,3.52072
"50266",2621,40226,29907,19,0,0,0,19,6.35302
"50267",26866,309790,247711,164,11,27,1,203,8.19503
"50268",2061,26194,26194,14,0,1,0,15,5.72645
"50269",3251,155617,49994,14,0,1,0,15,3.00036
"50270",4571,101001,52087,31,0,1,0,32,6.1436
"50271",540,10729,10729,4,0,0,0,4,3.72808
"50272",29660,193144,173163,112,0,8,2,122,7.0454
"50273",7588,108518,97509,49,0,0,1,50,5.12774
"50274",8734,102351,89458,67,0,1,0,68,7.60134
"50275",370,7649,7649,3,0,0,0,3,3.92221
"50276",3708,75823,59361,23,0,1,0,24,4.04307
"50277",11503,70144,70144,40,0,9,0,49,6.98565
"50278",4232,41550,41550,33,1,0,0,34,8.18295
"50279",8149,157822,116886,37,0,1,1,39,3.33657
"50281",7014,94203,94203,57,0,1,0,58,6.15695
"50282",3056,51224,46476,22,0,0,0,22,4.73366
"50283",1225,12533,12533,10,0,0,0,10,7.97878
"50285",3961,94350,67012,21,0,1,0,22,3.28301
"50288",14963,99762,91515,97,13,3,0,113,12.3477
"50289",4243,73024,67108,20,0,2,2,24,3.57635
"50290",2901,83581,46114,15,0,1,0,16,3.46965
"50291",100,7987,7987,1,0,0,0,1,1.25208
"50292",45001,362118,356144,212,3,19,0,234,6.57038
"50294",19123,132897,120681,76,2,19,0,97,8.03769
"50295",719,16451,10470,6,0,0,0,6,5.73071
"50296",79,1112,1112,1,0,0,0,1,8.9904
"50297",6073,91307,72002,43,0,0,0,43,5.97206
"50298",4759,66315,66315,22,0,3,0,25,3.76989
"50299",2396,34181,27264,17,0,0,0,17,6.23544
"50300",630,9807,9807,4,0,0,0,4,4.07866
"50301",1731,38193,20304,12,0,0,0,12,5.9103
"50302",1590,17517,17517,12,0,0,0,12,6.8505
"50304",2230,38404,32494,18,0,0,0,18,5.53952
"50305",9283,122295,99603,54,0,1,1,56,5.62233
"50308",4344,78691,70168,29,0,0,0,29,4.13294
"50310",1715,29684,29684,14,0,0,0,14,4.71637
"50311",2216,36985,36986,14,0,2,0,16,4.32602
"50312",2875,21830,21830,5,0,0,0,5,2.29041
"50313",1681,33865,33865,11,0,0,0,11,3.24818
"50315",2761,47887,47887,10,0,0,0,10,2.08826
"50317",4573,68447,63708,29,0,0,0,29,4.55203
"50320",1528,22621,18776,12,0,0,0,12,6.39125
"50321",8616,132150,107117,48,0,1,0,49,4.57442
"50324",1141,28178,28178,7,0,0,0,7,2.48418
"50326",790,7468,5608,9,0,0,0,9,16.0498
"50327",2527,226877,33671,16,0,0,0,16,4.75184
"50328",12236,224469,210517,81,0,0,0,81,3.84767
"50332",8755,133723,108777,68,0,5,0,73,6.711
"50334",1297,29326,29326,8,0,1,0,9,3.06891
"50335",4363,69217,69217,25,0,0,0,25,3.61184
"50336",1296,28910,24518,7,0,0,0,7,2.85503
"50338",2228,52651,32051,10,0,1,0,11,3.43206
"50340",652,19794,9938,4,0,0,0,4,4.02511
"50341",20963,169650,169650,109,15,18,0,142,8.37018
"50342",8315,135985,107467,65,0,2,0,67,6.2345
"50345",7792,106032,88022,51,0,0,0,51,5.79399
"50347",2354,57327,36334,13,0,0,0,13,3.57795
"50348",6921,120627,102663,44,0,3,0,47,4.57808
"50349",25631,216891,211808,187,0,7,0,194,9.15922
"50350",4124,57969,57969,30,0,0,0,30,5.17521
"50352",2510,45301,45301,15,0,0,0,15,3.31115
"50353",312,831,831,0,0,1,0,1,12.0404
"50354",6127,76175,76175,44,0,2,0,46,6.03871
"50356",7847,137976,108855,42,0,5,0,47,4.31768
"50357",144,5879,5879,1,0,0,0,1,1.70093
"50358",3604,53698,51338,26,0,1,0,27,5.25931
"50359",20291,245537,240531,99,4,11,0,114,4.73951
"50360",1769,34661,34661,11,0,1,0,12,3.46212
"50361",3573,61153,42954,26,0,1,0,27,6.28572
"50362",2273,28257,28257,13,0,0,0,13,4.60059
"50363",20946,276785,222423,109,5,11,0,125,5.61991
"50364",6256,119228,107982,49,0,0,0,49,4.53777
"50365",6479,102282,83615,49,0,1,0,50,5.97975
"50368",796,9910,9910,3,0,1,0,4,4.03621
"50369",4506,78962,72701,30,0,1,1,32,4.40156
"50370",5234,98154,90705,41,0,0,0,41,4.52013
"50371",2862,28464,27957,16,9,5,0,30,10.7307
"50372",1871,24730,24730,10,0,0,0,10,4.04373
"50373",382,4750,4749,3,0,0,0,3,6.31646
"50376",3593,31641,31641,29,0,1,0,30,9.48148
"50378",4077,39327,37962,28,0,0,0,28,7.37575
"50379",1159,16291,16291,10,0,0,0,10,6.13855
"50382",2140,23568,23568,15,0,2,0,17,7.21317
"50384",1462,29923,22003,8,0,1,0,9,4.09031
"50387",2029,34732,32052,18,0,1,0,19,5.92795
"50388",10380,153166,132989,73,0,4,0,77,5.78996
"50389",3419,48200,45611,25,0,1,0,26,5.70032
"50390",1662,21621,21621,10,0,1,0,11,5.08765
"50391",23572,321000,248783,145,40,7,0,192,7.71756
"50393",26254,409313,266955,136,8,10,0,154,5.76876
"50394",27076,169254,140705,74,11,19,2,106,7.53348
"50395",1159,19385,17028,9,0,0,0,9,5.28528
"50397",898,50745,19765,6,0,0,0,6,3.03572
"50398",2578,44518,40056,17,0,1,0,18,4.49373
"50399",1876,22683,22683,13,0,0,0,13,5.73107
"50400",26199,543802,341425,160,5,9,0,174,5.09628
"50401",10043,160475,146136,67,0,4,0,71,4.85848
"50402",39959,290576,280509,163,16,32,0,211,7.52204
"50403",20861,204511,202353,117,6,8,0,131,6.47382
"50405",819,39125,17455,6,0,0,0,6,3.4375
"50407",25967,206643,167127,67,0,15,0,82,4.90644
"50408",8046,55529,55529,25,0,6,0,31,5.58263
"50409",10539,202965,77323,62,0,2,0,64,8.27697
"50410",23545,291779,225626,137,48,15,0,200,8.86424
"50411",14787,138848,102156,46,0,15,0,61,5.97127
"50412",26963,264896,225724,204,0,10,1,215,9.52489
"50413",8025,122003,101460,67,0,0,0,67,6.60356
"50417",17030,143524,143524,103,14,11,0,128,8.91834
"50419",23149,255335,253420,166,1,7,0,174,6.86608
"50420",11213,195931,120173,56,0,3,0,59,4.90957
"50421",1931,34031,20899,12,0,3,0,15,7.17744
"50422",3100,120976,53984,8,0,3,0,11,2.03765
"50423",10735,46231,46231,15,0,8,0,23,4.97496
"50425",11507,174980,156147,71,0,1,0,72,4.61103
"50426",2054,41039,29681,15,0,0,0,15,5.05377
"50427",3752,26119,24700,24,0,1,0,25,10.1216
"50428",4937,65381,61688,25,0,3,0,28,4.53896
"50429",8263,105462,84576,60,3,0,0,63,7.44896
"50430",258,4869,4869,3,0,0,0,3,6.16143
"50431",12724,224973,199349,85,0,1,0,86,4.31405
"50433",9992,116222,106003,69,10,0,0,79,7.45259
"50435",4434,64745,52913,31,0,0,0,31,5.85872
"50436",9698,302879,122867,60,0,1,0,61,4.96473
"50437",6465,62214,62214,39,0,1,0,40,6.42937
"50438",3645,75369,59639,21,0,1,0,22,3.68883
"50442",1969,12482,12482,18,0,1,0,19,15.2224
"50443",3090,76708,36888,26,0,0,0,26,7.0483
"50444",34610,413768,387213,165,4,13,2,184,4.75191
"50445",3658,50117,50117,20,0,0,0,20,3.99068
"50446",7500,89749,74011,45,0,0,1,46,6.21526
"50447",4339,153394,57552,34,0,0,0,34,5.90773
"50448",3464,74475,52154,26,0,0,0,26,4.98521
"50449",1918,91220,32669,13,0,0,0,13,3.97932
"50450",4239,56479,56479,17,0,3,0,20,3.54116
"50451",2439,27278,27278,11,0,1,0,12,4.39907
"50452",6328,86331,82280,41,0,0,0,41,4.98299
"50453",8568,195870,100904,58,2,4,0,64,6.34267
"50454",6294,92134,80539,46,0,0,0,46,5.71149
"50455",8089,63164,61414,50,0,5,1,56,9.11842
"50456",5775,239731,73495,32,0,1,1,34,4.62613
"50457",1434,45362,34983,12,0,1,0,13,3.71608
"50461",1235,21071,21071,9,0,1,0,10,4.74576
"50462",3022,71762,47600,19,0,0,0,19,3.99163
"50463",4531,45725,39290,33,0,1,0,34,8.65353
"50464",6341,57476,57476,39,0,2,0,41,7.13342
"50467",5756,105374,80982,27,0,0,0,27,3.33409
"50468",7532,88062,81682,47,2,3,0,52,6.36616
"50469",1255,17223,17223,7,0,0,0,7,4.06435
"50471",6908,75376,70395,98,0,2,0,100,14.2056
"50472",1084,18904,18904,6,0,0,0,6,3.17389
"50473",2655,39619,39619,20,0,2,0,22,5.55286
"50474",7059,56774,56774,37,6,3,0,46,8.10225
"50475",9224,82811,73022,41,0,5,2,48,6.5734
"50476",1399,32592,32592,10,0,0,0,10,3.0682
"50478",3459,45968,45968,26,0,1,0,27,5.87361
"50479",900,18291,18291,7,0,0,0,7,3.827
"50480",8866,126495,120268,59,0,4,0,63,5.23828
"50481",18728,162370,162370,139,3,7,0,149,9.17659
"50482",664,17748,9566,6,0,0,0,6,6.27226
"50483",15978,124773,124773,73,0,4,1,78,6.25136
"50484",64687,614021,468647,254,23,28,1,306,6.52943
"50485",31807,327747,203998,75,0,19,2,96,4.70594
"50486",7136,228037,133535,54,0,0,0,54,4.04388
"50487",41437,791441,383974,169,3,19,1,192,5.00034
"50488",5528,64185,64185,37,0,0,0,37,5.76463
"50489",5206,36604,36604,39,0,0,0,39,10.6547
"50490",10989,116979,100224,63,0,2,0,65,6.48546
"50491",6554,73122,73122,31,0,2,1,34,4.64978
"50492",33363,499496,452242,217,3,4,0,224,4.9531
"50493",15609,214164,173991,97,0,8,0,105,6.03481
"50495",112,4304,4304,1,0,0,0,1,2.3236
"50496",6466,67984,67984,43,5,3,0,51,7.50181
"50498",6653,83150,75566,45,0,2,0,47,6.21969
"50499",3624,67524,67524,23,0,2,0,25,3.70239
"50500",6465,165670,71935,41,0,1,0,42,5.83863
"50502",203882,1093398,1071204,599,710,164,15,1488,13.8909
"50503",6649,66001,66001,50,0,1,1,52,7.8787
"50504",4013,158010,57965,16,0,0,0,16,2.76028
"50505",9362,152967,121991,67,0,2,0,69,5.65617
"50506",7769,114861,67486,58,0,1,0,59,8.74261
"50507",2215,37012,35418,21,3,1,0,25,7.0585
"50509",5320,120616,79444,24,0,6,0,30,3.77626
"50510",5788,105544,94580,38,0,2,0,40,4.22924
"50511",1703,33394,23712,13,0,0,0,13,5.48249
"50512",3218,67040,51518,18,0,1,0,19,3.68806
"50513",1244,19351,19351,9,0,0,0,9,4.65087
"50514",2878,120107,54912,22,0,0,0,22,4.00638
"50516",60644,289897,289897,209,3,47,0,259,8.9342
"50517",820,21074,10931,6,0,0,0,6,5.48889
"50518",2976,154151,49068,11,0,1,0,12,2.44557
"50519",8815,93468,93468,65,0,2,0,67,7.16824
"50521",1727,167633,26654,12,0,0,0,12,4.50209
"50522",2805,37278,37278,20,0,1,0,21,5.63334
"50523",36090,969678,292903,121,16,22,1,160,5.46256
"50524",2170,60271,36327,16,0,0,0,16,4.40444
"50525",3298,129339,24514,9,0,1,0,10,4.07932
"50528",4351,65762,63637,24,0,0,0,24,3.7714
"50529",255,5031,5031,1,0,0,0,1,1.98785
"50531",8139,97640,85280,45,0,2,0,47,5.51128
"50532",59278,516025,347533,294,101,32,1,428,12.3154
"50533",1740,48512,29706,11,0,0,0,11,3.703
"50535",10734,214456,174284,60,0,2,0,62,3.5574
"50536",648,5597,5597,5,0,0,0,5,8.93402
"50537",8057,46919,46919,51,0,4,0,55,11.7223
"50538",5042,61196,61196,32,0,1,0,33,5.3925
"50539",16832,170333,157191,76,10,13,1,100,6.36169
"50540",9244,137264,134182,53,1,4,0,58,4.32249
"50541",16025,133038,133038,119,8,7,0,134,10.0723
"50542",3603,85384,72057,27,0,1,0,28,3.88583
"50543",11955,103719,101778,80,0,9,0,89,8.74449
"50546",29337,342142,318608,196,5,5,0,206,6.46562
"50548",1171,16772,13311,9,0,0,0,9,6.7614
"50549",3639,52088,48466,31,0,0,0,31,6.39618
"50550",16426,169468,152073,104,5,11,0,120,7.89097
"50551",21734,242070,204121,118,9,16,1,144,7.05465
"50552",3278,49742,38715,20,0,0,0,20,5.16599
"50553",5070,110943,72244,15,8,1,0,24,3.32207
"50554",22943,153086,132583,139,6,15,0,160,12.0679
"50556",8182,85403,85404,65,0,1,0,66,7.72802
"50562",16306,88810,88810,102,15,19,1,137,15.4262
"50563",1567,99780,38752,11,0,0,0,11,2.83854
"50564",8523,187607,93296,58,0,2,1,61,6.53835
"50565",47162,617024,436814,226,48,30,0,304,6.95948
"50567",4214,77646,68592,26,0,0,0,26,3.79054
"50568",4461,71938,66605,25,0,5,0,30,4.50415
"50569",7170,116541,93766,48,0,2,0,50,5.3324
"50570",717,37156,7338,7,0,0,0,7,9.53986
"50571",245,5128,5128,2,0,0,0,2,3.90045
"50572",1773,43925,35608,13,0,2,0,15,4.2126
"50573",1394,29648,23429,11,0,0,0,11,4.69497
"50574",2357,25293,25293,9,0,2,0,11,4.349
"50575",8848,69191,69191,66,0,3,0,69,9.97246
"50576",8431,85147,84209,73,2,2,0,77,9.14394
"50577",2297,45874,45874,16,0,0,0,16,3.4878
"50578",1588,28958,28958,10,0,0,0,10,3.45328
"50579",8411,162620,159253,52,0,4,0,56,3.51642
"50580",6690,102025,92310,48,0,0,0,48,5.19989
"50581",5474,99064,95375,36,0,0,0,36,3.77457
"50582",20404,232259,208946,110,10,10,0,130,6.2217
"50583",2548,47810,42270,23,0,0,0,23,5.44127
"50584",5228,75977,69689,29,0,2,0,31,4.44836
"50585",23222,254666,248091,179,0,7,0,186,7.49725
"50588",7202,123230,110543,48,0,1,0,49,4.43266
"50589",1253,39912,24054,9,0,0,0,9,3.74158
"50590",5131,101771,78642,40,0,0,0,40,5.08635
"50591",20367,264319,136882,66,4,10,0,80,5.84445
"50592",18582,194084,176554,109,21,10,0,140,7.9296
"50593",6476,82341,82341,42,0,0,0,42,5.10075
"50594",13355,166309,137103,88,0,4,0,92,6.71027
"50596",2856,73313,68880,22,0,0,0,22,3.19398
"50597",6469,238038,113596,39,0,2,0,41,3.60928
"50598",1256,24946,19393,11,0,0,0,11,5.6721
"50599",23270,260308,248899,137,0,7,0,144,5.78549
"50601",63746,767955,576397,234,0,21,4,259,4.49343
"50603",15100,107693,107693,130,0,7,0,137,12.7213
"50604",15129,181838,157579,61,6,9,2,78,4.94989
"50605",9323,176295,146409,62,0,7,1,70,4.78112
"50606",4132,67695,67695,29,0,0,0,29,4.2839
"50607",4103,81867,67328,27,0,1,0,28,4.15872
"50609",685,9279,9279,5,0,0,0,5,5.38864
"50610",1223,29109,21751,10,0,0,0,10,4.59746
"50612",5544,114507,57841,44,0,0,0,44,7.60706
"50613",3263,55208,55208,22,0,1,0,23,4.16604
"50615",64328,451242,411031,270,113,60,5,448,10.8994
"50616",21098,237215,186960,136,9,5,0,150,8.0231
"50617",2769,77567,65616,18,0,1,0,19,2.89564
"50618",2115,28546,28546,11,0,1,1,13,4.55398
"50619",2418,53472,42997,18,0,1,0,19,4.41896
"50621",497,4231,4231,3,0,0,0,3,7.09017
"50622",5861,142667,103829,31,0,1,0,32,3.08198
"50624",4619,62808,58843,32,0,1,0,33,5.60817
"50626",3060,70895,48440,21,0,1,0,22,4.54166
"50628",1265,17477,14785,7,0,0,0,7,4.73442
"50629",10997,275716,142492,60,0,0,0,60,4.21076
"50633",455,15386,11547,4,0,0,0,4,3.46406
"50634",852,16422,16422,7,0,0,0,7,4.26252
"50637",3341,31623,31623,21,0,2,0,23,7.27317
"50639",24649,227675,202497,120,117,32,0,269,13.2841
"50641",9622,139165,120735,55,0,3,0,58,4.80392
"50643",10483,114840,89340,53,0,6,0,59,6.60397
"50647",20045,107506,99787,117,0,6,0,123,12.3263
"50648",8611,119272,85743,63,0,1,0,64,7.46414
"61001",188673,769150,675915,390,491,234,5,1120,16.5701
"61002",3328,69591,49736,39,5,0,0,44,8.84672
"61005",3625,62170,51498,21,0,2,0,23,4.46618
"61006",116473,577478,498843,179,263,95,8,545,10.9253
"61007",38677,625064,438407,165,43,19,0,227,5.17783
"61008",10983,69963,69963,31,5,6,1,43,6.14608
"61010",781,81615,24749,7,0,1,1,9,3.63647
"61011",4530,66041,62237,31,0,1,0,32,5.14163
"61012",3292,40592,40592,27,0,0,0,27,6.65153
"61013",686,53489,11431,6,0,1,0,7,6.12358
"61014",659,7058,7058,5,0,0,0,5,7.08436
"61015",3745,98955,33608,14,0,4,0,18,5.35588
"61017",225,124252,10583,1,0,2,0,3,2.83463
"61018",253,61252,9794,2,0,0,0,2,2.042
"61020",379,10576,10508,3,0,0,0,3,2.85492
"61021",548,12899,4996,4,0,0,0,4,8.00601
"61023",4686,80767,70302,27,0,1,0,28,3.9828
"61024",6826,137960,95259,55,0,2,0,57,5.98366
"61026",812,23661,18937,7,0,0,0,7,3.69648
"61028",4773,211014,77010,24,0,1,0,25,3.24633
"61029",6878,95281,70182,24,2,7,2,35,4.98703
"61030",2955,49013,48272,21,0,1,0,22,4.55755
"61032",2658,63306,50006,17,0,2,0,19,3.79952
"61034",1430,27332,27157,14,0,0,0,14,5.15526
"61035",2533,160920,38439,10,0,0,0,10,2.60155
"61036",607,8133,8133,5,0,0,0,5,6.14809
"61037",500,17698,14670,3,0,0,0,3,2.04497
"61038",18468,150889,102369,18,25,76,6,125,12.2108
"61039",823,9501,9440,6,0,1,0,7,7.4152
"61040",7043,282479,104085,52,1,3,0,56,5.3802
"61041",1130,22225,18887,7,0,0,0,7,3.70621
"61043",4079,60730,60341,25,0,12,0,37,6.13187
"61044",3034,67006,42212,20,0,1,0,21,4.97491
"61046",573,13839,5802,5,0,0,0,5,8.61838
"61048",646,279839,13797,4,0,0,0,4,2.89912
"61049",829,43517,13270,5,0,1,0,6,4.52153
"61050",2210,60617,45849,14,0,0,0,14,3.05349
"61051",2575,146123,52504,20,0,3,0,23,4.38061
"61052",1169,56838,24638,8,0,1,0,9,3.65283
"61053",1200,53810,23484,10,0,1,0,11,4.68409
"61054",1005,49662,42697,12,0,1,0,13,3.04468
